Nazivna moc;Masa vozila;Kombinirana poraba goriva;Vrsta goriva (opis);Znamka;Tovarniöka oznaka oznaka;Komercialna oznaka;Drzava;Drzava (koda);Kategorija in vrsta vozila (opis);Najvisja hitrost;Oblika nadgradnje (opis);Komerc. oznaka  do prvega
66;1220;4.7;1;FIAT;199BXD1A12;GRANDE PUNTO / 1.3 / JTD;Italija;ITA;osebni avtomobil;175;vecnamensko vozilo;GRANDE PUNTO 
66;1440;4.7;1;FORD;DA3-HHDA4A5;FOCUS / 1.6 / TDCi;Nemcija;DEU;osebni avtomobil;177;karavan;FOCUS 
66;1391;4.7;1;FORD;DM2-HHDA1E5K;C-MAX / 1.6 / TDCi;Nemcija;DEU;osebni avtomobil;174;vecnamensko vozilo;C-MAX 
66;1386;4.7;1;FORD;DA3-G8DA1W;FOCUS / 1.6 / TDCi;Nemcija;DEU;osebni avtomobil;188;karavan;FOCUS 
66;1386;4.7;1;FORD;DA3-HHDA1W5KAAM8;FOCUS / 1.6 / TDCI;Nemcija;DEU;osebni avtomobil;177;karavan;FOCUS 
66;1352;4.7;1;FORD;DA3-HHDA155KAAMH;FOCUS / 1.6 / TDCi;Nemcija;DEU;osebni avtomobil;177;vozilo z dviûnimi vrati zadaj;FOCUS 
66;1335;4.7;1;FORD;DA3-HHDA13;FOCUS / 1.6 / TDCi;Nemcija;DEU;osebni avtomobil;177;vozilo z dviûnimi vrati zadaj;FOCUS 
66;1517;4.7;1;HYUNDAI;F5DR1-M62CZ1;i 30 CW / 1.6 / CRDi LP;Ceöka republika;CZE;osebni avtomobil;172;vecnamensko vozilo;i 30 CW 
66;1470;4.7;1;HYUNDAI;B5D11-M54AZ1;i 30 / 1.6 / CRDi LP;Koreja. republika;KOR;osebni avtomobil;172;vecnamensko vozilo;i 30 
66;1463;4.7;1;HYUNDAI;F5DH1-M62CZ1;i 30 CW / 1.6 / CRDi LP;Ceöka republika;CZE;osebni avtomobil;172;vecnamensko vozilo;i 30 CW 
66;1445;4.7;1;KIA;YNF5D31-M61AZ1;VENGA / 1.4 / D;Ceöka republika;CZE;osebni avtomobil;167;vecnamensko vozilo;VENGA 
66;1367;4.7;1;KIA;EDB5D11-M54AZ1;CEED / 1.6 / D;Slovaöka;SVK;osebni avtomobil;172;vecnamensko vozilo;CEED 
66;1358;4.7;1;KIA;EDB3D31-M54AZ1;CEED / 1.6 / D;Slovaöka;SVK;osebni avtomobil;172;vecnamensko vozilo;CEED 
66;1345;4.7;1;MAZDA;BK1462;MAZDA 3 / 1.6 / D LP;Japonska ;JPN;osebni avtomobil;174;vozilo z dviûnimi vrati zadaj;MAZDA 3 
66;1265;4.7;1;OPEL;PE11-3A09B5VJGE5;CORSA / 1.3 / DTI MTA;Nemcija;DEU;osebni avtomobil;172;vecnamensko vozilo;CORSA 
66;1542;4.7;1;PEUGEOT;4H9HXC/1;308 / MONOSPACE 1.6 / HDI;Francija;FRA;osebni avtomobil;174;vecnamensko vozilo;308
66;1386;4.7;1;PEUGEOT;4C9HVC/1;308 / 1.6 / HDI;Francija;FRA;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;308
66;1505;4.7;1;RENAULT;KWB8H5;KANGOO / 1.5 / DCI;Francija;FRA;osebni avtomobil;160;vecnamensko vozilo;KANGOO 
66;1275;4.7;0;RENAULT;7RB20A;CLIO GRANDTOUR / 0.9 / TCE;Francija;FRA;osebni avtomobil;182;karavan;CLIO GRANDTOUR 
66;1262;4.7;0;RENAULT;5RB20A;CLIO / 0.9 / TCE;Francija;FRA;osebni avtomobil;182;vozilo z dviûnimi vrati zadaj;CLIO 
66;1322;4.7;1;äKODA;AFCAYBX01-NFM5FM52R02915N0;ROOMSTER / 1.6 / TDI;Ceöka republika;CZE;osebni avtomobil;171;vecnamensko vozilo;ROOMSTER 
66;1165;4.7;0;äKODA;AACJZC-NFM5FM52T106STN761SK;RAPID / 1.2 / TSI;Ceöka republika;CZE;osebni avtomobil;186;limuzina;RAPID 
66;1160;4.7;0;äKODA;ABCJZC-NFM5FM52T106STN761SK;RAPID / 1.2 / TSI;Ceöka republika;CZE;osebni avtomobil;184;vozilo z dviûnimi vrati zadaj;RAPID 
66;1133;4.7;0;äKODA;ACCJZCX01-NFM5FM52T106N617;FABIA / COMBI 1.2 / TSI;Ceöka republika;CZE;osebni avtomobil;185;karavan;FABIA 
66;1109;4.7;0;äKODA;ABCJZCX01-NFM5FM52T106N617;FABIA / 1.2 / TSI;Ceöka republika;CZE;osebni avtomobil;182;vozilo z dviûnimi vrati zadaj;FABIA 
66;885;4.7;0;SUZUKI;MFH11S-MT-4;IGNIS / 1.2 / MT / 4;Japonska ;JPN;osebni avtomobil;170;vozilo z dviûnimi vrati zadaj;IGNIS 
66;1355;4.7;1;TOYOTA;NDE150L-DHFNYW(1H);AURIS / 1.4 / D;Turcija;TUR;osebni avtomobil;175;vecnamensko vozilo;AURIS 
66;1335;4.7;1;TOYOTA;NDE150L-DHFDYW(1H);AURIS / 1.4 / D;Turcija;TUR;osebni avtomobil;175;vecnamensko vozilo;AURIS 
66;1440;4.7;1;VOLKSWAGEN;ACCAYBX0-FM5FM5A4051N7MGN1;GOLF PLUS / 1.6 / TDI;Nemcija;DEU;osebni avtomobil;174;karavan;GOLF PLUS 
66;1139;4.7;0;VOLKSWAGEN;ABCJZC-FD7FD7CW003N2VR27MM;POLO / 1.2 / TSI AUT.;Nemcija;DEU;osebni avtomobil;184;vozilo z dviûnimi vrati zadaj;POLO 
66;1107;4.7;0;VOLKSWAGEN;ABCJZC-FM5FM52T106N2VR27MM61;POLO / 1.2 / TSI;Nemcija;DEU;osebni avtomobil;184;vozilo z dviûnimi vrati zadaj;POLO 
66;1000;4.7;0;VOLKSWAGEN;ABCHZA-FM5FM5DF0047MMVR0N1SVW61;UP! / 1.0 /;Nemcija;DEU;osebni avtomobil;185;vozilo z dviûnimi vrati zadaj;UP! 
66;1265;4.8;1;DACIA;HSDAG5;DUSTER / 1.5 / DCI;Romunija;ROM;osebni avtomobil;156;karavan;DUSTER 
66;1500;4.8;1;FORD;DM2-HHDA;FOCUS C-MAX / 1.6 / TDCI;Nemcija;DEU;osebni avtomobil;174;vecnamensko vozilo;FOCUS C-MAX 
66;1391;4.8;1;FORD;DM2-HHDA15KACML;FOCUS C-MAX / 1.6 / TDCi;Nemcija;DEU;osebni avtomobil;174;vecnamensko vozilo;FOCUS C-MAX 
66;1391;4.8;1;FORD;DM2-HHDA;C-MAX / 1.6 / TDCi;Nemcija;DEU;osebni avtomobil;174;vecnamensko vozilo;C-MAX 
66;1391;4.8;1;FORD;DM2-HHDA;C-MAX 1.6 / TDCi;Nemcija;DEU;osebni avtomobil;174;vecnamensko vozilo;C-MAX 1.6 
66;1391;4.8;1;FORD;DM2-HHDA1E5K;FOCUS / C-MAX / 1.6 / TDCI;Nemcija;DEU;osebni avtomobil;174;vecnamensko vozilo;FOCUS 
66;1316;4.8;1;FORD;DM2 HHDA1 5KACML;FOCUS C-MAX / 1.6 / TDCI;Nemcija;DEU;osebni avtomobil;177;vecnamensko vozilo;FOCUS C-MAX 
66;1050;4.8;0;MAZDA;6H5A1W0;MAZDA 2 / G90 / AT;Japonska ;JPN;osebni avtomobil;177;vozilo z dviûnimi vrati zadaj;MAZDA 2 
66;1380;4.8;1;OPEL;FN11-1A05A0PHGG5;ASTRA / CAR. 1.3 / DTI 16V;Nemcija;DEU;osebni avtomobil;172;vecnamensko vozilo;ASTRA 
66;1340;4.8;1;OPEL;BL11-1A15ANXHGG5;ASTRA / 1.3 / DTI 16V;Nemcija;DEU;osebni avtomobil;172;vozilo z dviûnimi vrati zadaj;ASTRA 
66;1330;4.8;1;OPEL;BL11-1A09AEJHGG5;ASTRA / 1.3;Nemcija;DEU;osebni avtomobil;172;vozilo z dviûnimi vrati zadaj;ASTRA 
66;1310;4.8;1;OPEL;KL11-2A05A9JHGG5;ASTRA / 1.3 / DTI 16V;Nemcija;DEU;osebni avtomobil;174;kupe;ASTRA 
66;1265;4.8;1;OPEL;PE11-3A09B5VEAE5;CORSA / 1.3 / DTI;Nemcija;DEU;osebni avtomobil;172;vecnamensko vozilo;CORSA 
66;1235;4.8;1;OPEL;HE11-3A08B3U0EAE5;CORSA / 1.3 / DTI;Nemcija;DEU;osebni avtomobil;172;vecnamensko vozilo;CORSA 
66;1190;4.8;1;OPEL;PE11-3A09B5VJGE5;CORSA / 1.3 / DTI MTA;Nemcija;DEU;osebni avtomobil;172;vecnamensko vozilo;CORSA 
66;1163;4.8;0;OPEL;CADRC12-BX2E6EFXJ5;CORSA / 1.4 / MTA;Nemcija;DEU;osebni avtomobil;175;vozilo z dviûnimi vrati zadaj;CORSA 
66;1163;4.8;0;OPEL;CADRC12-BX2E6EFXJ5;CORSA / 1.4 / MTA;Nemcija;DEU;osebni avtomobil;175;vozilo za posebne namene;CORSA 
66;1141;4.8;0;OPEL;BADRC12-BX2D6EFXJ5;CORSA / 1.4 / MTA;Nemcija;DEU;osebni avtomobil;175;vecnamensko vozilo;CORSA 
66;1395;4.8;1;RENAULT;KW28C5;KANGOO / 1.5 / DCI;Francija;FRA;osebni avtomobil;160;karavan;KANGOO 
66;1135;4.8;0;RENAULT;AHB25A;TWINGO / 0.9 / AUT.;Francija;FRA;osebni avtomobil;165;vozilo z dviûnimi vrati zadaj;TWINGO 
66;1068;4.8;0;RENAULT;AHB25A;TWINGO / 0.9 / AUT.;Francija;FRA;osebni avtomobil;165;vozilo za posebne namene;TWINGO 
66;1485;4.8;1;SEAT;ACCAYBX01-SGNFM5A40517MG;ALTEA XL / 1.6 / TDI;äpanija;ESP;osebni avtomobil;172;vecnamensko vozilo;ALTEA XL 
66;1156;4.8;0;SEAT;AACJZC-NFM5FM52T106ST061SE;TOLEDO / 1.2 / TSI;äpanija;ESP;osebni avtomobil;186;limuzina;TOLEDO 
66;1120;4.8;0;SUZUKI;NZD72S-MT3;SWIFT / 1.2 / 4WD;Madûarska;HUN;osebni avtomobil;165;vozilo z dviûnimi vrati zadaj;SWIFT 
66;1360;4.8;1;TOYOTA;NDE120L-DWMNYW(1G);COROLLA / COMBI 1.4;Turcija;TUR;osebni avtomobil;180;karavan;COROLLA 
66;1360;4.8;1;TOYOTA;NDE150L-DHLNYW(1F);AURIS / 1.4 / D AUT.;Turcija;TUR;osebni avtomobil;175;vozilo z dviûnimi vrati zadaj;AURIS 
66;1355;4.8;1;TOYOTA;NDE120L-DWMDYW(1G);COROLLA / COMBI 1.4;Turcija;TUR;osebni avtomobil;180;karavan;COROLLA 
66;1355;4.8;1;TOYOTA;NDE150L-DHFNXW(1M);AURIS / 1.4 / D;Turcija;TUR;osebni avtomobil;175;vecnamensko vozilo;AURIS 
66;1340;4.8;1;TOYOTA;NDE150L-DHFDXW(1M);AURIS / 1.4 / D;Turcija;TUR;osebni avtomobil;175;vecnamensko vozilo;AURIS 
66;1330;4.8;1;TOYOTA;NDE120L-AHMNYW(1E);COROLLA / 1.4 / D;Japonska ;JPN;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;COROLLA 
66;1330;4.8;1;TOYOTA;NDE120L-DHGDYW(1G);COROLLA / 1.4 / D AUT.;Zdruûeno kraljestvo;GBR;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;COROLLA 
66;1325;4.8;1;TOYOTA;NDE120L-AHMDYW(1E);COROLLA / 1.4;Japonska ;JPN;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;COROLLA 
66;1310;4.8;1;TOYOTA;NDE120L-DWMNYW(1H);COROLLA / COMBI 1.4 / D;Turcija;TUR;osebni avtomobil;180;karavan;COROLLA 
66;1305;4.8;1;TOYOTA;NDE120L-DWMDYW(1G);COROLLA / COMBI 1.4 / D;Turcija;TUR;osebni avtomobil;180;karavan;COROLLA 
66;1285;4.8;1;TOYOTA;NDE120L-DHGNYW(1G);COROLLA / 1.4 / D-4D AUT.;Zdruûeno kraljestvo;GBR;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;COROLLA 
66;1280;4.8;1;TOYOTA;NDE120L-DHMNYW(1H);COROLLA / 1.4 / D;Zdruûeno kraljestvo;GBR;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;COROLLA 
66;1275;4.8;1;TOYOTA;NDE120L-DGGNYW(1G);COROLLA / 1.4 / D;Zdruûeno kraljestvo;GBR;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;COROLLA 
66;1270;4.8;1;TOYOTA;NDE120L-DGMNYW(1G);COROLLA / 1.4;Zdruûeno kraljestvo;GBR;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;COROLLA 
66;1265;4.8;1;TOYOTA;E12U;COROLLA / 1.4 / D;Zdruûeno kraljestvo;GBR;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;COROLLA 
66;1235;4.8;1;TOYOTA;NDE120L-DWMNYW(1G);COROLLA / COMBI 1.4 / D;Turcija;TUR;osebni avtomobil;180;karavan;COROLLA 
66;1205;4.8;1;TOYOTA;NDE120L-AHMNYW(1E);COROLLA / 1.4;Japonska ;JPN;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;COROLLA 
66;1048;4.8;0;VOLKSWAGEN;ABCHZA-FM5FM5DF0047MMVR0N1CVW62;UP! / 1.0 /;Nemcija;DEU;osebni avtomobil;179;vozilo z dviûnimi vrati zadaj;UP! 
66;1280;4.9;1;DACIA;0SDCL4;DOKKER / 1.5 / DCI;Romunija;ROM;osebni avtomobil;162;karavan;DOKKER 
66;1150;4.9;0;DACIA;7SDL1F;LOGAN MCV / 0.9 / TCE AUT.;Romunija;ROM;osebni avtomobil;175;karavan;LOGAN MCV 
66;1137;4.9;0;DACIA;5SDL1F;SANDERO / 0.9 / TCE AUT.;Romunija;ROM;osebni avtomobil;175;vozilo z dviûnimi vrati zadaj;SANDERO 
66;1445;4.9;1;FIAT;263AXC1A01;DOBLO / 1.3 / MULTIJET;Italija;ITA;osebni avtomobil;156;vecnamensko vozilo;DOBLO 
66;1260;4.9;1;FIAT;323AXB1A01;LINEA / 1.3 / JTD;Italija;ITA;osebni avtomobil;170;limuzina;LINEA 
66;1517;4.9;1;HYUNDAI;F5D11-M54AZ1;i 30 CW / 1.6 / CRDi LP;Koreja. republika;KOR;osebni avtomobil;172;vecnamensko vozilo;i 30 CW 
66;1517;4.9;1;HYUNDAI;F5D81-M54AZ1;i 30 CW / 1.6 / CRDi LP;Ceöka republika;CZE;osebni avtomobil;172;vecnamensko vozilo;i 30 CW 
66;1419;4.9;1;KIA;EDF5D31-M54AZ1;CEED / 1.6 / D;Slovaöka;SVK;osebni avtomobil;172;vecnamensko vozilo;CEED 
66;1091;4.9;0;MAZDA;6H55AW00;MAZDA 2 / G90 /;Japonska ;JPN;osebni avtomobil;183;vozilo z dviûnimi vrati zadaj;MAZDA 2 
66;1081;4.9;0;MAZDA;6H55AW01;MAZDA 2 / G90 /;Japonska ;JPN;osebni avtomobil;183;vozilo z dviûnimi vrati zadaj;MAZDA 2 
66;1380;4.9;1;OPEL;FN11-1A05A0JHGG5;ASTRA / CAR. 1.3 / DTI 16V;Nemcija;DEU;osebni avtomobil;172;vecnamensko vozilo;ASTRA 
66;1340;4.9;1;OPEL;BL11-1A15ANXHGG5;ASTRA / 1.3 / DTI 16V;Nemcija;DEU;osebni avtomobil;172;vozilo z dviûnimi vrati zadaj;ASTRA 
66;1320;4.9;1;OPEL;KL11-1A19AX3HGG5;ASTRA / 1.3 / DTI 16V;Nemcija;DEU;osebni avtomobil;174;kupe;ASTRA 
66;1265;4.9;1;OPEL;PE11-3A09B5VEAE5;CORSA / 1.3 / DTI;Nemcija;DEU;osebni avtomobil;172;vecnamensko vozilo;CORSA 
66;1235;4.9;1;OPEL;FE11-3A08B3UEAE5;CORSA / 1.3 / DTI;Nemcija;DEU;osebni avtomobil;172;vecnamensko vozilo;CORSA 
66;1235;4.9;1;OPEL;SDL08-Z13DTH;CORSA / 1.3 / DTI;Nemcija;DEU;osebni avtomobil;172;vozilo z dviûnimi vrati zadaj;CORSA 
66;1337;4.9;1;PEUGEOT;3C9HXC;307 / 1.6;Francija;FRA;osebni avtomobil;179;vozilo z dviûnimi vrati zadaj;307
66;1335;4.9;1;PEUGEOT;3C9HVC;307 / 1.6 / HDI;Francija;FRA;osebni avtomobil;179;vozilo z dviûnimi vrati zadaj;307
66;1306;4.9;1;PEUGEOT;3C9HX-C;307 / 1.6 / HDI;Francija;FRA;osebni avtomobil;179;vozilo z dviûnimi vrati zadaj;307
66;1487;4.9;1;RENAULT;KW45B5;KANGOO / 1.5 / DCI DIV 3;Francija;FRA;osebni avtomobil;160;vozilo za invalidski vozicek;KANGOO 
66;1394;4.9;1;RENAULT;KW25B5;KANGOO / 1.5 / DCI;Francija;FRA;osebni avtomobil;160;karavan;KANGOO 
66;1321;4.9;1;RENAULT;R00KD2N45SA06A5000;CLIO GRANDTOUR / 1.5 / DCI;Francija;FRA;osebni avtomobil;181;karavan;CLIO GRANDTOUR 
66;1295;4.9;1;RENAULT;R00BD2N45SA06A5000;CLIO / 1.5 / DCI;Francija;FRA;osebni avtomobil;181;vozilo z dviûnimi vrati zadaj;CLIO 
66;1278;4.9;0;RENAULT;2R5A1H;CAPTUR / 0.9 / TCE;Francija;FRA;osebni avtomobil;171;vozilo z dviûnimi vrati zadaj;CAPTUR 
66;1084;4.9;0;RENAULT;5RAA0H;CLIO / 0.9 / TCE;Francija;FRA;osebni avtomobil;177;vozilo z dviûnimi vrati zadaj;CLIO 
66;1150;4.9;1;SEAT;SEAHUX01-SGFM52A0204;CORDOBA / VAR. 1.9 / TDI;äpanija;ESP;osebni avtomobil;176;karavan;CORDOBA 
66;1139;4.9;0;SEAT;SECJZC-FM5NFM52T1067MM66;IBIZA ST / 1.2 / TSI;äpanija;ESP;osebni avtomobil;184;karavan;IBIZA ST 
66;1089;4.9;0;SEAT;SCCJZC-FM5NFM52T1067MM66;IBIZA / 1.2 / TSI;äpanija;ESP;osebni avtomobil;184;vecnamensko vozilo;IBIZA 
66;1025;4.9;0;SUZUKI;AZD83S-MT;SWIFT / 1.2 / 4WD;Japonska ;JPN;osebni avtomobil;170;vozilo z dviûnimi vrati zadaj;SWIFT 
66;1390;4.9;1;TOYOTA;NDE150L-DHGNYW(1D);AURIS / 1.4 / D AUT.;Turcija;TUR;osebni avtomobil;175;vozilo z dviûnimi vrati zadaj;AURIS 
66;1385;4.9;1;TOYOTA;NDE150L-DHMNYW(1D);AURIS / 1.4 / D;Turcija;TUR;osebni avtomobil;175;vozilo z dviûnimi vrati zadaj;AURIS 
66;1355;4.9;1;TOYOTA;NDE150L-DHMNYW(1C);AURIS / 1.4 / D;Turcija;TUR;osebni avtomobil;175;vozilo z dviûnimi vrati zadaj;AURIS 
66;1350;4.9;1;TOYOTA;NDE150L-AEMNYW(1B);COROLLA / 1.4 / D;Japonska ;JPN;osebni avtomobil;175;limuzina;COROLLA 
66;1350;4.9;1;TOYOTA;NDE150L-DEMNYW(1A);COROLLA / 1.4 / D;Juûna Afrika;ZAF;osebni avtomobil;175;limuzina;COROLLA 
66;1335;4.9;1;TOYOTA;NDE150L-DHMDYW(1B);AURIS / 1.4 / D;Turcija;TUR;osebni avtomobil;175;vozilo z dviûnimi vrati zadaj;AURIS 
66;1315;4.9;1;TOYOTA;NLP115L-AHFNXW(1A);URBAN CRUISER / 1.4 / D;Japonska ;JPN;osebni avtomobil;175;vecnamensko vozilo;URBAN CRUISER 
66;1351;4.9;1;VOLKSWAGEN;SCALHX01-SGFM52J025M41N10GE;GOLF / 1.9 / TDI;Nemcija;DEU;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;GOLF 
66;1275;4.9;1;VOLKSWAGEN;1J;GOLF / 1.9 / TDI;Nemcija;DEU;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;GOLF 
66;1215;4.9;1;VOLKSWAGEN;1HX0G-AHU;GOLF / 1.9 / TDI;Nemcija;DEU;osebni avtomobil;178;vozilo z dviûnimi vrati zadaj;GOLF 
66;1120;4.9;1;VOLKSWAGEN;1HX0-1Z;GOLF / 1.9 / TDI;Nemcija;DEU;osebni avtomobil;178;vozilo z dviûnimi vrati zadaj;GOLF 
66;1365;5.1;1;CITROEN;CH9HXC;XSARA PICASSO / 1.6;Francija;FRA;osebni avtomobil;175;vecnamensko vozilo;XSARA PICASSO 
66;1211;5.1;0;DACIA;7SDL1C;LOGAN MCV / 0.9 / TCE;Romunija;ROM;osebni avtomobil;170;karavan;LOGAN MCV 
66;1158;5.1;0;DACIA;5SDL1C;SANDERO / 0.9 / TCE;Romunija;ROM;osebni avtomobil;168;vozilo z dviûnimi vrati zadaj;SANDERO 
66;1098;5.1;0;DACIA;5SDA1C;SANDERO / 0.9 / TCE;Romunija;ROM;osebni avtomobil;168;vozilo z dviûnimi vrati zadaj;SANDERO 
66;1307;5.1;1;FORD;DNWC9DB1-5KFBMU;FOCUS / WAGON 1.8;Nemcija;DEU;osebni avtomobil;184;karavan;FOCUS 
66;1295;5.1;1;FORD;DNW-C9DB;FOCUS / WAGON 1.8;Nemcija;DEU;osebni avtomobil;180;karavan;FOCUS 
66;1180;5.1;1;MAZDA;BJ12RZ-2E;323 / 2.0 DITD / 4T;Japonska ;JPN;osebni avtomobil;178;vozilo z dviûnimi vrati zadaj;323
66;1158;5.1;0;NISSAN;K14BB05;MICRA / 0.9 /;Francija;FRA;osebni avtomobil;175;vecnamensko vozilo;MICRA 
66;1380;5.1;1;OPEL;FN11-2A05A0JHGG5;ASTRA / CAR. 1.3 / DTI 16V;Nemcija;DEU;osebni avtomobil;172;vecnamensko vozilo;ASTRA 
66;1320;5.1;1;OPEL;KL11-1A19AX3HGG5;ASTRA / 1.3 / DTI 16V;Nemcija;DEU;osebni avtomobil;174;kupe;ASTRA 
66;1477;5.1;1;PEUGEOT;3H9HXC;307 / MONOSPACE / 1.6 / HDI;Francija;FRA;osebni avtomobil;174;vecnamensko vozilo;307
66;1477;5.1;1;PEUGEOT;3H9HX-C;307 / MONOSPACE 1.6 / HDI;Francija;FRA;osebni avtomobil;174;karavan;307
66;1469;5.1;1;PEUGEOT;3H9HX-C;307 / MONOSPACE 1.6 / HDI;Francija;FRA;osebni avtomobil;174;vecnamensko vozilo;307
66;1191;5.1;1;PEUGEOT;2ERHYF;206 / BREAK 2.0 / HDI;Francija;FRA;osebni avtomobil;181;karavan;206
66;1116;5.1;1;PEUGEOT;2RHY/E/F;206 / 2.0 / HDI;Francija;FRA;osebni avtomobil;181;karavan;206
66;1430;5.1;0;RENAULT;2RA11A;CAPTUR / 0.9 / TCE;Francija;FRA;osebni avtomobil;171;vozilo z dviûnimi vrati zadaj;CAPTUR 
66;1311;5.1;0;RENAULT;2R0515;CAPTUR / 0.9 / TCE;Francija;FRA;osebni avtomobil;171;vozilo z dviûnimi vrati zadaj;CAPTUR 
66;1184;5.1;0;RENAULT;2RD11A;CAPTUR / 0.9 / TCE;Francija;FRA;osebni avtomobil;171;vozilo z dviûnimi vrati zadaj;CAPTUR 
66;1320;5.1;1;SEAT;1MAAALHX01;TOLEDO / 1.9 / TDI;äpanija;ESP;osebni avtomobil;180;limuzina;TOLEDO 
66;1360;5.1;1;äKODA;ABCF1-AEEFM5BCD;OCTAVIA / 1.9 / TDI;Ceöka republika;CZE;osebni avtomobil;178;vozilo z dviûnimi vrati zadaj;OCTAVIA 
66;1285;5.1;1;äKODA;STAGRX01-A8CFM5FM52J025M;OCTAVIA / 1.9 / TDI;Ceöka republika;CZE;osebni avtomobil;181;vozilo z dviûnimi vrati zadaj;OCTAVIA 
66;1285;5.1;1;äKODA;1UABCF1-AEEFM5BCD;OCTAVIA / 1.9 / TDI;Ceöka republika;CZE;osebni avtomobil;178;vozilo z dviûnimi vrati zadaj;OCTAVIA 
66;915;5.1;0;SUZUKI;AZC83S-MT;SWIFT / 1.2;Japonska ;JPN;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;SWIFT 
66;1539;5.1;1;VOLKSWAGEN;CAYBAC-FM6FM62S0267MGS5N1VR0SO;TOURAN / 1.6 / TDI;Nemcija;DEU;osebni avtomobil;174;karavan;TOURAN 
66;1391;5.1;1;VOLKSWAGEN;1JSTAGRX01-SGFM52J025M4;BORA / 1.9;Nemcija;DEU;osebni avtomobil;180;limuzina;BORA 
66;1380;5.1;1;VOLKSWAGEN;1J-ALH;GOLF / 1.9;Nemcija;DEU;osebni avtomobil;180;karavan;GOLF 
66;1375;5.1;1;VOLKSWAGEN;1J-AGR;GOLF / 1.9 / TDI;Nemcija;DEU;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;GOLF 
66;1371;5.1;1;VOLKSWAGEN;STALHX01-SGFM52J025M41N10GE;BORA / 1.9 / TDI;Nemcija;DEU;osebni avtomobil;180;limuzina;BORA 
66;1367;5.1;1;VOLKSWAGEN;1J-ALH;GOLF / VAR. 1.9;Nemcija;DEU;osebni avtomobil;180;karavan;GOLF 
66;1355;5.1;1;VOLKSWAGEN;1JSCAGRX01-SGFM52J026M4;GOLF / 1.9 / TDI;Nemcija;DEU;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;GOLF 
66;1352;5.1;1;VOLKSWAGEN;STAGRX01-SGFM52J025M4;BORA / 1.9 / TDI;Nemcija;DEU;osebni avtomobil;180;limuzina;BORA 
66;1350;5.1;1;VOLKSWAGEN;1HX1;GOLF / 1.9 / TDI;Nemcija;DEU;osebni avtomobil;172;karavan;GOLF 
66;1338;5.1;1;VOLKSWAGEN;SEALHX01-SGFM52J025N41N10GE;GOLF / VAR. 1.9 / TDI;Nemcija;DEU;osebni avtomobil;180;karavan;GOLF 
66;1326;5.1;1;VOLKSWAGEN;ACBXJX0-FM5FM5A4009N7GGN1;GOLF / 1.9 / TDI;Nemcija;DEU;osebni avtomobil;176;karavan;GOLF 
66;1301;5.1;1;VOLKSWAGEN;1J-AGR;BORA / 1.9 / TDI;Nemcija;DEU;osebni avtomobil;180;limuzina;BORA 
66;1291;5.1;1;VOLKSWAGEN;SEAGRX01-SGFM52J025N4;GOLF / VAR. 1.9 / TDI;Nemcija;DEU;osebni avtomobil;180;karavan;GOLF 
66;1226;5.1;1;VOLKSWAGEN;SCAGRX01-SGFM52J025M41N1;GOLF / 1.9 / TDI;Nemcija;DEU;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;GOLF 
66;1195;5.1;1;VOLKSWAGEN;1HX0-1Z;GOLF / VAR. 1.9 / TDI;Nemcija;DEU;osebni avtomobil;175;karavan;GOLF 
66;1185;5.1;1;VOLKSWAGEN;SCAGRX01-SGFM52J025M2;GOLF / 1.9 / TDI;Nemcija;DEU;osebni avtomobil;180;kabriolet;GOLF 
66;1185;5.1;1;VOLKSWAGEN;1H-1Z;VENTO / 1.9 / TDI;Nemcija;DEU;osebni avtomobil;178;limuzina;VENTO 
66;1172;5.1;1;VOLKSWAGEN;SCAGRX01-SGFM52J025M2;GOLF / 1.9 / TDI;Nemcija;DEU;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;GOLF 
66;1102;5.1;0;VOLKSWAGEN;ABCBZC-FM5FM52T106LLNVR07MJ;POLO / 1.2 / TSI;Nemcija;DEU;osebni avtomobil;182;vozilo z dviûnimi vrati zadaj;POLO 
66;1300;5.2;1;AUDI;8L LAGRF1 FM52J009R92;A3 / 1.9 / TDI;Nemcija;DEU;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;A3 
66;1286;5.2;1;AUDI;8L;A3 / 1.9 / TDI;Nemcija;DEU;osebni avtomobil;181;vozilo z dviûnimi vrati zadaj;A3 
